"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/20/2020","AQS","250092006","3","4.2","ug/m3 LC","18","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/21/2020","AQS","250092006","3","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/22/2020","AQS","250092006","3","10.9","ug/m3 LC","45","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/23/2020","AQS","250092006","3","13.6","ug/m3 LC","54","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/24/2020","AQS","250092006","3","13.4","ug/m3 LC","54","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/25/2020","AQS","250092006","3","4.6","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/26/2020","AQS","250092006","3","3.7","ug/m3 LC","15","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/27/2020","AQS","250092006","3","4.2","ug/m3 LC","18","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/28/2020","AQS","250092006","3","2.1","ug/m3 LC","9","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/29/2020","AQS","250092006","3","2.6","ug/m3 LC","11","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/30/2020","AQS","250092006","3","6.7","ug/m3 LC","28","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/31/2020","AQS","250092006","3","9.8","ug/m3 LC","41","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/01/2020","AirNow","250092006","3","12.2","ug/m3 LC","51","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/02/2020","AirNow","250092006","3","13.4","ug/m3 LC","54","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/03/2020","AirNow","250092006","3","7.9","ug/m3 LC","33","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/04/2020","AirNow","250092006","3","8.7","ug/m3 LC","36","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/05/2020","AirNow","250092006","3","6.6","ug/m3 LC","28","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/06/2020","AirNow","250092006","3","4.9","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/07/2020","AirNow","250092006","3","4.2","ug/m3 LC","18","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/08/2020","AirNow","250092006","3","5.2","ug/m3 LC","22","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/09/2020","AirNow","250092006","3","7.7","ug/m3 LC","32","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/10/2020","AirNow","250092006","3","8.9","ug/m3 LC","37","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/11/2020","AirNow","250092006","3","11.1","ug/m3 LC","46","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/12/2020","AirNow","250092006","3","6.5","ug/m3 LC","27","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/13/2020","AirNow","250092006","3","7.3","ug/m3 LC","30","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/14/2020","AirNow","250092006","3","5.3","ug/m3 LC","22","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/15/2020","AirNow","250092006","3","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/16/2020","AirNow","250092006","3","8.7","ug/m3 LC","36","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/17/2020","AirNow","250092006","3","9.5","ug/m3 LC","40","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/18/2020","AirNow","250092006","3","5.9","ug/m3 LC","25","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/19/2020","AirNow","250092006","3","4.3","ug/m3 LC","18","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/20/2020","AirNow","250092006","3","2.9","ug/m3 LC","12","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/21/2020","AirNow","250092006","3","4.7","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/22/2020","AirNow","250092006","3","7.7","ug/m3 LC","32","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/23/2020","AirNow","250092006","3","13.4","ug/m3 LC","54","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/24/2020","AirNow","250092006","3","12","ug/m3 LC","50","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/25/2020","AirNow","250092006","3","11.7","ug/m3 LC","49","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/26/2020","AirNow","250092006","3","10","ug/m3 LC","42","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/27/2020","AirNow","250092006","3","3.3","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/28/2020","AirNow","250092006","3","3","ug/m3 LC","13","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/29/2020","AirNow","250092006","3","3.9","ug/m3 LC","16","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/01/2020","AirNow","250092006","3","6.1","ug/m3 LC","25","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/02/2020","AirNow","250092006","3","9","ug/m3 LC","38","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/03/2020","AirNow","250092006","3","11.5","ug/m3 LC","48","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/04/2020","AirNow","250092006","3","5.4","ug/m3 LC","23","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/05/2020","AirNow","250092006","3","4.6","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/06/2020","AirNow","250092006","3","5.5","ug/m3 LC","23","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/07/2020","AirNow","250092006","3","2.7","ug/m3 LC","11","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/08/2020","AirNow","250092006","3","5.1","ug/m3 LC","21","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/09/2020","AirNow","250092006","3","6.1","ug/m3 LC","25","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/10/2020","AirNow","250092006","3","10.8","ug/m3 LC","45","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/11/2020","AirNow","250092006","3","4.8","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/12/2020","AirNow","250092006","3","5.2","ug/m3 LC","22","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/13/2020","AirNow","250092006","3","6.7","ug/m3 LC","28","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/14/2020","AirNow","250092006","3","3.9","ug/m3 LC","16","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/15/2020","AirNow","250092006","3","3.3","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/16/2020","AirNow","250092006","3","3.3","ug/m3 LC","14","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/17/2020","AirNow","250092006","3","5.4","ug/m3 LC","23","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/18/2020","AirNow","250092006","3","6.7","ug/m3 LC","28","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/19/2020","AirNow","250092006","3","5.7","ug/m3 LC","24","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/20/2020","AirNow","250092006","3","8.6","ug/m3 LC","36","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/21/2020","AirNow","250092006","3","5.1","ug/m3 LC","21","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/22/2020","AirNow","250092006","3","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/23/2020","AirNow","250092006","3","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/24/2020","AirNow","250092006","3","4.7","ug/m3 LC","20","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/25/2020","AirNow","250092006","3","7","ug/m3 LC","29","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/26/2020","AirNow","250092006","3","8.2","ug/m3 LC","34","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/27/2020","AirNow","250092006","3","6","ug/m3 LC","25","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/28/2020","AirNow","250092006","3","7","ug/m3 LC","29","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/29/2020","AirNow","250092006","3","6.5","ug/m3 LC","27","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/30/2020","AirNow","250092006","3","4.5","ug/m3 LC","19","LYNN WATER TREATMENT PLANT","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"01/01/2020","AQS","250095005","3","0.8","ug/m3 LC","3","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/02/2020","AQS","250095005","3","2.6","ug/m3 LC","11","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/03/2020","AQS","250095005","3","5.5","ug/m3 LC","23","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/04/2020","AQS","250095005","3","6.1","ug/m3 LC","25","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/05/2020","AQS","250095005","3","-0.9","ug/m3 LC","0","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/06/2020","AQS","250095005","3","2.4","ug/m3 LC","10","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/07/2020","AQS","250095005","3","1.1","ug/m3 LC","5","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/08/2020","AQS","250095005","3","2.5","ug/m3 LC","10","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/09/2020","AQS","250095005","3","0.5","ug/m3 LC","2","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/10/2020","AQS","250095005","3","3.8","ug/m3 LC","16","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/11/2020","AQS","250095005","3","3.1","ug/m3 LC","13","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/12/2020","AQS","250095005","3","-0.7","ug/m3 LC","0","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/13/2020","AQS","250095005","3","1.7","ug/m3 LC","7","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/14/2020","AQS","250095005","3","3.4","ug/m3 LC","14","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/15/2020","AQS","250095005","3","5","ug/m3 LC","21","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/16/2020","AQS","250095005","3","2.7","ug/m3 LC","11","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/17/2020","AQS","250095005","3","0.5","ug/m3 LC","2","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/18/2020","AQS","250095005","3","2.4","ug/m3 LC","10","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/19/2020","AQS","250095005","3","4.7","ug/m3 LC","20","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/20/2020","AQS","250095005","3","0.7","ug/m3 LC","3","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/21/2020","AQS","250095005","3","3.5","ug/m3 LC","15","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/22/2020","AQS","250095005","3","9.5","ug/m3 LC","40","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/23/2020","AQS","250095005","3","10.8","ug/m3 LC","45","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/24/2020","AQS","250095005","3","8.7","ug/m3 LC","36","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/25/2020","AQS","250095005","3","3.2","ug/m3 LC","13","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/26/2020","AQS","250095005","3","-0.8","ug/m3 LC","0","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/27/2020","AQS","250095005","3","-0.6","ug/m3 LC","0","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/28/2020","AQS","250095005","3","-1","ug/m3 LC","0","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/29/2020","AQS","250095005","3","0.5","ug/m3 LC","2","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/30/2020","AQS","250095005","3","1.8","ug/m3 LC","8","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"01/31/2020","AQS","250095005","3","5.7","ug/m3 LC","24","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"02/01/2020","AirNow","250095005","3","11.3","ug/m3 LC","47","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"02/02/2020","AirNow","250095005","3","10","ug/m3 LC","42","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"02/03/2020","AirNow","250095005","3","5.7","ug/m3 LC","24","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
"02/04/2020","AirNow","250095005","3","4.5","ug/m3 LC","19","CONSENTINO SCHOOL.","1","100.0000","88101","PM2.5 - Local Conditions","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.7708365765506","-71.102290324038"
